Khandwa13005627,Madhya Pradesh13005627,Indore_Cluster,Indore_Cluster13005627,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005627,Cimelio 5 L,CROP PROTECTION,,,PRIVATE LABEL,CIMELIO,5,B,22.0%,12.0%,"2,550","1,775","1,825",355,365,2,1,1,3,,,,0,3,0,"6,483",,16,0,,,0,10,0,,,0,4,0,,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),"34,800","21,750","8,700","65,250","25,970","17,947","6,407","50,324","4,160","4,312",955,"9,427",Khandwa
Khandwa12000363,Madhya Pradesh12000363,Indore_Cluster,Indore_Cluster12000363,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000363,Mahaveera SSP Ziron Granular 50 Kg,FERTILIZERS,,,BRANDED,MAHAVEERA SSP ZIRON GRANULAR,50,D,1.9%,1.9%,551,525,525,11,11,2,1,1,3,,,,0,0,0,0,,120,162,,,0,200,159.1625387,,,0,500,143.3677829,,,0,820,464,0,0,0,"8,080","7,958","7,168","23,206",0,0,0,0,0,0,"89,087","87,748","79,040","255,875",0,0,0,0,"84,836","83,560","75,268","243,664",0,0,0,0,"2,121","2,089","1,882","6,092",0,0,0,0,0%,5%,In AOP but Plan is ZERO,"67,800","113,000","282,500","463,300","62,537","104,229","260,571","427,337","1,624","2,707","6,769","11,100",Khandwa
Khandwa12000590,Madhya Pradesh12000590,Indore_Cluster,Indore_Cluster12000590,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000590,SSP Zinc Granular (Khaitan) 50 Kg,FERTILIZERS,,,BRANDED,SSP ZINC GRANULAR (KHAITAN),50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,32,,,0,0,31.83250773,,,0,0,28.67355658,,,0,0,93,0,0,0,"1,616","1,592","1,434","4,641",0,0,0,0,0,0,"17,817","17,550","15,808","51,175",0,0,0,0,"16,967","16,712","15,054","48,733",0,0,0,0,424,418,376,"1,219",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12000592,Madhya Pradesh12000592,Indore_Cluster,Indore_Cluster12000592,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000592,SSP Zinc Powdered (Khaitan) 50 Kg,FERTILIZERS,,,BRANDED,SSP ZINC POWDERED (KHAITAN),50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,108,,,0,0,106.1083591,,,0,0,95.57852194,,,0,0,309,0,0,0,"5,386","5,305","4,779","15,471",0,0,0,0,0,0,"59,392","58,498","52,693","170,583",0,0,0,0,"56,557","55,707","50,179","162,443",0,0,0,0,"1,414","1,393","1,255","4,061",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12000641,Madhya Pradesh12000641,Indore_Cluster,Indore_Cluster12000641,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000641,Bharat urea (CFCL) 45 Kg,FERTILIZERS,,,BRANDED,BHARAT UREA (CFCL),45,D,3.0%,3.0%,260,238,238,5,5,1,,1,2,,,,0,0,0,0,,600,134,,,0,,132.4389489,,,0,370,119.2961524,,,0,970,386,0,0,0,"6,051","5,960","5,368","17,379",0,0,0,0,0,0,"33,281","32,780","29,527","95,588",0,0,0,0,"32,002","31,520","28,392","91,915",0,0,0,0,960,946,852,"2,757",0,0,0,0,0%,5%,In AOP but Plan is ZERO,"156,000",,"96,200","252,200","147,893",,"91,201","239,094","3,718",,"2,293","6,011",Khandwa
Khandwa12000642,Madhya Pradesh12000642,Indore_Cluster,Indore_Cluster12000642,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000642,Uttam DAP 50 Kg,FERTILIZERS,,,BRANDED,UTTAM DAP,50,D,1.9%,1.9%,"1,335","1,271","1,271",25,25,0,0,0,0,,,,0,0,0,0,,0,54,,,0,0,53.05417955,,,0,0,47.78926097,,,0,0,155,0,0,0,"2,693","2,653","2,389","7,735",0,0,0,0,0,0,"71,879","70,798","63,772","206,449",0,0,0,0,"68,461","67,432","60,740","196,633",0,0,0,0,"1,287","1,268","1,142","3,697",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12000713,Madhya Pradesh12000713,Indore_Cluster,Indore_Cluster12000713,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000713,Zincated SSP Powered (Rama) 50 Kg,FERTILIZERS,,,BRANDED,ZINCATED SSP POWERED (RAMA),50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,11,,,0,0,10.61083591,,,0,0,9.557852194,,,0,0,31,0,0,0,539,531,478,"1,547",0,0,0,0,0,0,"5,939","5,850","5,269","17,058",0,0,0,0,"5,656","5,571","5,018","16,244",0,0,0,0,141,139,125,406,0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12000949,Madhya Pradesh12000949,Indore_Cluster,Indore_Cluster12000949,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000949,CHAMBAL DAP IMPORTED 50 KG,FERTILIZERS,,,BRANDED,CHAMBAL DAP IMPORTED,50,D,1.9%,1.9%,"1,335","1,271","1,271",25,25,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,5%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12000952,Madhya Pradesh12000952,Indore_Cluster,Indore_Cluster12000952,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000952,Mahaveera SSP Zincated Granular 50 kg,FERTILIZERS,,,BRANDED,MAHAVEERA SSP ZINCATED GRANULAR,50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,27,,,0,0,26.33058978,,,0,0,23.71763049,,,0,0,77,0,0,0,"1,337","1,317","1,186","3,839",0,0,0,0,0,0,"14,738","14,516","13,076","42,330",0,0,0,0,"14,035","13,824","12,452","40,310",0,0,0,0,351,345,311,"1,007",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12000953,Madhya Pradesh12000953,Indore_Cluster,Indore_Cluster12000953,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000953,MAHAVEERA SSP Zincated Powder 50 KG,FERTILIZERS,,,BRANDED,MAHAVEERA SSP ZINCATED POWDER,50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,50,,,0,0,48.86224519,,,0,0,44.01332009,,,0,0,142,0,0,0,"2,480","2,443","2,201","7,124",0,0,0,0,0,0,"27,349","26,938","24,265","78,553",0,0,0,0,"26,044","25,653","23,107","74,804",0,0,0,0,651,641,578,"1,870",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001060,Madhya Pradesh12001060,Indore_Cluster,Indore_Cluster12001060,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001060,Girnar GSSP (RAMA) 50 KG,FERTILIZERS,,,BRANDED,GIRNAR GSSP (RAMA),50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,54,,,0,0,53.05417955,,,0,0,47.78926097,,,0,0,155,0,0,0,"2,693","2,653","2,389","7,735",0,0,0,0,0,0,"29,696","29,249","26,347","85,292",0,0,0,0,"28,279","27,853","25,089","81,221",0,0,0,0,707,696,627,"2,031",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001090,Madhya Pradesh12001090,Indore_Cluster,Indore_Cluster12001090,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001090,RAMA ZINCATED GSSP GRANULAR 50 KG,FERTILIZERS,,,BRANDED,RAMA ZINCATED GSSP GRANULAR,50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,54,,,0,0,53.05417955,,,0,0,47.78926097,,,0,0,155,0,0,0,"2,693","2,653","2,389","7,735",0,0,0,0,0,0,"29,696","29,249","26,347","85,292",0,0,0,0,"28,279","27,853","25,089","81,221",0,0,0,0,707,696,627,"2,031",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001108,Madhya Pradesh12001108,Indore_Cluster,Indore_Cluster12001108,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001108,Uttam Sulton 90% Sulphur GR 25 KG,FERTILIZERS,,,BRANDED,UTTAM SULTON 90% SULPHUR GR,25,D,2.0%,2.0%,"1,125","1,068","1,068",43,43,0,0,0,0,,,,0,0,0,0,,0,22,,,0,0,21.22167182,,,0,0,19.11570439,,,0,0,62,0,0,0,539,531,478,"1,547",0,0,0,0,0,0,"24,396","24,029","21,644","70,069",0,0,0,0,"23,011","22,665","20,416","66,091",0,0,0,0,460,453,408,"1,322",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001223,Madhya Pradesh12001223,Indore_Cluster,Indore_Cluster12001223,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001223,Chambal 20:20:00:13 50 Kg,FERTILIZERS,,,BRANDED,CHAMBAL 20:20:00:13,50,D,1.9%,1.9%,"1,400","1,362","1,330",27,27,,,1,1,,,,0,0,0,0,,,108,,,0,,106.1083591,,,0,194,95.57852194,,,0,194,309,0,0,0,"5,386","5,305","4,779","15,471",0,0,0,0,0,0,"154,823","152,495","137,362","444,679",0,0,0,0,"146,726","144,520","130,178","421,424",0,0,0,0,"2,759","2,717","2,447","7,923",0,0,0,0,0%,5%,In AOP but Plan is ZERO,,,"267,720","267,720",,,"254,971","254,971",,,"1,497","1,497",Khandwa
Khandwa12001322,Madhya Pradesh12001322,Indore_Cluster,Indore_Cluster12001322,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001322,SSP K9 Plus(Zn-Bo-MgGranules)Khaitan50KG,FERTILIZERS,,,BRANDED,SSP K9 PLUS(ZN-BO-MG GRANULES) KHAITAN,50,D,1.9%,1.9%,551,525,525,11,11,0,0,0,0,,,,0,0,0,0,,0,151,,,0,0,148.5517027,,,0,0,133.8099307,,,0,0,433,0,0,0,"7,541","7,428","6,690","21,659",0,0,0,0,0,0,"83,148","81,898","73,771","238,817",0,0,0,0,"79,180","77,990","70,250","227,420",0,0,0,0,"1,979","1,950","1,756","5,685",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001330,Madhya Pradesh12001330,Indore_Cluster,Indore_Cluster12001330,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001330,CFCL NPK 10:26:26 50 Kg,FERTILIZERS,,,BRANDED,CFCL NPK 10:26:26,50,D,1.9%,1.9%,"1,895","1,805","1,805",36,36,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,5%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001420,Madhya Pradesh12001420,Indore_Cluster,Indore_Cluster12001420,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001420,Bharat Uttam TSP 50 Kg,FERTILIZERS,,,BRANDED,BHARAT UTTAM TSP,50,D,0.0%,1.9%,"1,290",0,"1,229",0,25,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,5%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001509,Madhya Pradesh12001509,Indore_Cluster,Indore_Cluster12001509,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001509,Urea Shakti NPK 5:15:0:10 50 Kg,FERTILIZERS,,,BRANDED,UREA SHAKTI NPK 5:15:0:10,50,D,8.0%,8.0%,660,642,627,13,13,0,0,0,0,,,,0,0,0,0,,0,269,,,0,0,265.2708978,,,0,0,238.9463049,,,0,0,774,0,0,0,"13,466","13,264","11,947","38,677",0,0,0,0,0,0,"182,440","179,696","161,864","524,000",0,0,0,0,"172,904","170,304","153,404","496,611",0,0,0,0,"13,832","13,624","12,272","39,729",0,0,0,0,0%,5%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10000222,Madhya Pradesh10000222,Indore_Cluster,Indore_Cluster10000222,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000222,BT Cotton Kaveri Jadoo 475 gm,FIELD CROP,Cotton,,BRANDED,BT COTTON KAVERI JADOO,0.475,D,6.3%,3.2%,901,932,859,"1,962","1,808",0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10000573,Madhya Pradesh10000573,Indore_Cluster,Indore_Cluster10000573,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000573,Cotton Mahyco Janggi 475 gm,FIELD CROP,Cotton,,BRANDED,COTTON MAHYCO JANGGI,0.475,D,6.1%,3.1%,901,934,861,"1,967","1,813",3,,,3,,,,0,0,0,0,,-15,15,,,0,,,,,0,,,,,0,-15,15,0,0,0,7,0,0,7,0,0,0,0,0,0,"15,610",0,0,"15,610",0,0,0,0,"14,191",0,0,"14,191",0,0,0,0,867,,,867,0,0,0,0,0%,0%,In AOP but Plan is ZERO,"-13,515",,,"-13,515","-13,515",,,"-13,515",-867,,,-867,Khandwa
Khandwa10000594,Madhya Pradesh10000594,Indore_Cluster,Indore_Cluster10000594,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000594,Cotton Rasi 659 475 gm,FIELD CROP,Cotton,,BRANDED,COTTON RASI 659,0.475,D,5.8%,3.1%,901,928,859,"1,954","1,808",3,,,3,,,,0,0,0,0,,-29,29,,,0,,,,,0,,,,,0,-29,29,0,0,0,14,0,0,14,0,0,0,0,0,0,"28,740",0,0,"28,740",0,0,0,0,"26,128",0,0,"26,128",0,0,0,0,659,,,659,0,0,0,0,0%,0%,In AOP but Plan is ZERO,"-26,129",,,"-26,129","-24,883",,,"-24,883",-659,,,-659,Khandwa
Khandwa10000840,Madhya Pradesh10000840,Indore_Cluster,Indore_Cluster10000840,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000840,Maize Advanta PAC 751 Elite S 4 Kg,FIELD CROP,Maize,,BRANDED,MAIZE ADVANTA PAC 751 ELITE S,4,D,5.9%,2.7%,"2,180","2,118","1,952",529,488,0,0,0,0,,,,264,0,"575,520",0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10000847,Madhya Pradesh10000847,Indore_Cluster,Indore_Cluster10000847,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000847,Maize Bayer Dekalb DKC 9126 4 Kg,FIELD CROP,Maize,,BRANDED,MAIZE BAYER DEKALB DKC 9126,4,D,6.1%,3.1%,"2,010","2,018","1,813",505,453,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10000922,Madhya Pradesh10000922,Indore_Cluster,Indore_Cluster10000922,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000922,Maize Pioneer P3302 3.5 Kg,FIELD CROP,Maize,,BRANDED,MAIZE PIONEER P3302,3.5,D,5.2%,2.0%,"1,550","1,682","1,550",480,443,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10001754,Madhya Pradesh10001754,Indore_Cluster,Indore_Cluster10001754,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10001754,Soybean Agrawal 9560 30 Kg,FIELD CROP,Soybean,,BRANDED,SOYBEAN AGRAWAL 9560,30,D,3.9%,2.5%,"1,920","2,040","1,918",68,64,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10003057,Madhya Pradesh10003057,Indore_Cluster,Indore_Cluster10003057,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003057,Moong Star 444 2 Kg,FIELD CROP,Green Gram,,BRANDED,MOONG STAR 444,2,D,2.5%,3.1%,560,592,506,296,253,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10003315,Madhya Pradesh10003315,Indore_Cluster,Indore_Cluster10003315,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003315,BAYER MAIZE DEKALB 9133 4 KG,FIELD CROP,Maize,,BRANDED,BAYER MAIZE DEKALB 9133,4,D,6.6%,4.2%,"1,560","1,603","1,489",401,372,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10003321,Madhya Pradesh10003321,Indore_Cluster,Indore_Cluster10003321,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003321,Cotton Tulasi-144  Kabbadi  475 gm,FIELD CROP,Cotton,,BRANDED,COTTON TULASI-144 BG II KABBADI,0.475,D,5.5%,2.3%,890,966,890,"2,033","1,874",0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10003344,Madhya Pradesh10003344,Indore_Cluster,Indore_Cluster10003344,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003344,Nuziveedu Cotton Gold Cot 909 475 Gm,FIELD CROP,Cotton,,BRANDED,NUZIVEEDU COTTON GOLD COT 909,0.475,D,3.1%,2.9%,901,902,859,"1,899","1,808",2,,,2,,,,0,0,0,0,,-53,53,,,0,,,,,0,,,,,0,-53,53,0,0,0,25,0,0,25,0,0,0,0,0,0,"52,525",0,0,"52,525",0,0,0,0,"47,750",0,0,"47,750",0,0,0,0,"1,205",,,"1,205",0,0,0,0,0%,0%,In AOP but Plan is ZERO,"-47,753",,,"-47,753","-45,476",,,"-45,476","-1,205",,,"-1,205",Khandwa
Khandwa10003873,Madhya Pradesh10003873,Indore_Cluster,Indore_Cluster10003873,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003873,Cotton Ruha + 559  475 gm,FIELD CROP,Cotton,,BRANDED,COTTON RUHA + 559,0.475,D,6.5%,12.0%,750,730,728,"1,537","1,533",0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10003926,Madhya Pradesh10003926,Indore_Cluster,Indore_Cluster10003926,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003926,Cotton Priya NCS 955 475 gm,FIELD CROP,Cotton,,BRANDED,COTTON PRIYA NCS 955,0.475,D,6.1%,1.5%,901,944,874,"1,987","1,840",2,,,2,,,,0,0,0,0,,-28,28,,,0,,,,,0,,,,,0,-28,28,0,0,0,13,0,0,13,0,0,0,0,0,0,"29,139",0,0,"29,139",0,0,0,0,"26,490",0,0,"26,490",0,0,0,0,"1,618",,,"1,618",0,0,0,0,0%,0%,In AOP but Plan is ZERO,"-25,228",,,"-25,228","-25,228",,,"-25,228","-1,618",,,"-1,618",Khandwa
Khandwa10004403,Madhya Pradesh10004403,Indore_Cluster,Indore_Cluster10004403,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10004403,Soybean Agrawal 2172 30 KG,FIELD CROP,Soybean,,BRANDED,SOYBEAN AGRAWAL 2172,30,D,3.8%,2.4%,"2,070","2,203","2,071",73,69,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10004404,Madhya Pradesh10004404,Indore_Cluster,Indore_Cluster10004404,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10004404,Soybean Agrawal 2117 30 KG,FIELD CROP,Soybean,,BRANDED,SOYBEAN AGRAWAL 2117 ,30,D,4.0%,2.6%,"2,070","2,141","2,013",71,67,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10004410,Madhya Pradesh10004410,Indore_Cluster,Indore_Cluster10004410,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10004410,Soybean Agrawal 2218 30 KG,FIELD CROP,Soybean,,BRANDED,SOYBEAN AGRAWAL 2218,30,D,4.0%,2.6%,"2,070","2,141","2,013",71,67,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10003818,Madhya Pradesh10003818,Indore_Cluster,Indore_Cluster10003818,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003818,GAPL Cotton Marvel 475 GM,FIELD CROP,Cotton,,PRIVATE LABEL,GAPL COTTON MARVEL,0.475,C,10.0%,10.0%,901,750,750,"1,579","1,579",17,8,10,21,,,,90,0,"81,090",0,,-559,0,,,0,,0,,,0,,0,,,0,-559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,No AOP | Plan < Inventory (Excess),"-488,617",,,"-488,617","-447,200","3,590","-4,904","-448,514","-36,894","3,590","-4,904","-38,208",Khandwa
Khandwa10004192,Madhya Pradesh10004192,Indore_Cluster,Indore_Cluster10004192,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10004192,Arjun Hy Maize 4 Kg,FIELD CROP,Maize,,PRIVATE LABEL,ARJUN HY MAIZE,4,B,25.0%,25.0%,500,560,500,140,125,4,1,8,10,,,,906,0,"453,000",0,,-6,0,,,0,,0,,,0,,0,,,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,No AOP | Plan < Inventory (Excess),"-3,960",,,"-3,960","-3,144","12,106",,"8,962","-1,106","12,106",,"11,000",Khandwa
Khandwa10004534,Madhya Pradesh10004534,Indore_Cluster,Indore_Cluster10004534,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10004534,GAPL HY Maize DMH- 4041 4 KG,FIELD CROP,Maize,,PRIVATE LABEL,GAPL HY MAIZE DMH- 4041,4,B,25.0%,25.0%,"1,760","1,480","1,540",370,385,0,0,0,0,,,,24,0,"40,800",0,,0,0,,321,-321,0,0,,,0,0,0,,,0,0,0,0,321,-321,0,0,0,0,-1284,0,0,"-1,284",0,"-1,284",0,0,0,0,"-564,960",0,0,"-564,960",0,0,0,0,"-494,340",0,0,"-494,340",0,0,0,0,"-123,585",0,0,"-123,585",0%,0%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa10004200,Madhya Pradesh10004200,Indore_Cluster,Indore_Cluster10004200,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10004200,GAPL HY Maize DHM- 4059  4 KG,FIELD CROP,Maize,,PRIVATE LABEL,GAPL HY MAIZE DHM- 4059,4,B,25.0%,25.0%,"1,955","1,560","1,600",390,400,1,3,,3,,,,0,0,0,0,,-15,0,,,0,,0,,,0,,0,,,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),"-25,500",,,"-25,500","-22,500","4,794",,"-17,706","-6,458","4,794",,"-1,664",Khandwa
Khandwa10003817,Madhya Pradesh10003817,Indore_Cluster,Indore_Cluster10003817,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10003817,Hy. Maize GAPL DHM-4068 (4 kg),FIELD CROP,Maize,,PRIVATE LABEL,HY. MAIZE GAPL DHM-4068,4,A,40.0%,40.0%,"1,520","1,280","1,368",320,342,38,50,19,51,,,,505,0,"767,600",0,,-1323,0,,,0,,0,,,0,,0,,,0,-1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,No AOP | Plan < Inventory (Excess),"-2,063,720",,,"-2,063,720","-1,799,280","65,000",,"-1,734,280","-817,924","65,000",,"-752,924",Khandwa
